Date,Open,High,Low,Close
2015-01-05,15.447318976266043,16.758000229241066,15.447318976266043,16.383520126342773
2015-01-06,16.19627713830787,16.47713851928711,15.915417542990392,16.47713851928711
2015-01-07,16.57075823048985,17.319718307918972,16.47713777439579,16.85161781311035
2015-01-08,16.757997357016293,17.03885872529847,16.47713777439579,16.85161781311035
2015-01-09,16.945241173521207,17.038861645661278,16.289899654202703,16.383520126342773
2015-01-12,16.19627556014847,16.66437603050723,15.915415992197849,16.28989601135254
2015-01-13,16.383517470621236,16.85161796978184,16.102657885389547,16.757997512817383
2015-01-14,16.7579964817113,16.7579964817113,16.009036443401918,16.28989601135254
2015-01-15,16.10265704464478,16.477137067288744,16.10265704464478,16.19627571105957
2015-01-16,16.196279182062632,16.57076107062291,16.102660495584548,16.383520126342773
2015-01-19,16.383520126342773,16.57076107062291,16.289899654202703,16.383520126342773
2015-01-20,16.477137927585694,16.85161796978184,16.196276556692315,16.757997512817383
2015-01-21,16.945236646563252,17.132475755160062,16.66437530517578,16.66437530517578
2015-01-22,16.570758384550157,16.757997512817383,16.196276556692315,16.757997512817383
2015-01-23,16.75799811460459,16.75799811460459,16.289897598634283,16.47713851928711
2015-01-26,16.47713619657897,16.851616199434094,16.383515749449817,16.66437530517578
2015-01-27,16.664377089537812,18.72402000427246,16.664377089537812,18.72402000427246
2015-01-28,18.349541231051354,19.004880905151367,18.255920767419404,19.004880905151367
2015-01-29,18.817642047164057,19.098501656631132,18.53678065203513,18.91126251220703
2015-01-30,19.00487959007187,19.09850004722557,18.443160418473052,18.72402000427246
2015-02-02,18.443161497760293,18.724021099995507,18.068679647230944,18.16230010986328
2015-02-03,18.255919088684756,18.536778668092165,17.600577689185254,17.975059509277344
2015-02-04,17.97505982199494,18.16229894963678,17.69419845203964,17.787818908691406
2015-02-05,18.25591959272112,19.660221099853516,18.068678677505453,19.660221099853516
2015-02-06,19.472980942874933,20.034701924732474,19.192121344777053,19.285741806030273
2015-02-09,19.56660173393886,19.66022219677013,18.91126206544361,19.098501205444336
2015-02-10,19.098500370453756,19.285741287930076,18.536779403686523,18.536779403686523
2015-02-11,18.63039948912271,20.22194189879611,18.63039948912271,19.753841400146484
2015-02-12,19.753839790680786,19.847460239915222,19.37935977940459,19.566598892211914
2015-02-13,19.660220943284223,20.502801483721207,19.472980029559697,19.753841400146484
2015-02-16,19.753842162564,19.84746262303963,19.28574164584761,19.379362106323242
2015-02-17,19.56660095838806,19.75384187662903,19.0048799893269,19.472980499267578
